1, memory_percent: 5.45429466796379, cpu_percent: 100.0
50, memory_percent: 23.688151065477243, cpu_percent: 100.0
51, memory_percent: 24.11616016485038, cpu_percent: 100.0
52, memory_percent: 24.40853552130693, cpu_percent: 100.0
53, memory_percent: 24.713032229210576, cpu_percent: 100.0
54, memory_percent: 25.13858570997159, cpu_percent: 100.0
55, memory_percent: 25.598674592915906, cpu_percent: 100.0
56, memory_percent: 25.993976942263703, cpu_percent: 100.0
57, memory_percent: 26.292047244012206, cpu_percent: 100.0
58, memory_percent: 26.586303499831242, cpu_percent: 100.0
59, memory_percent: 27.070948568896817, cpu_percent: 100.0
60, memory_percent: 27.47220709955914, cpu_percent: 100.0
61, memory_percent: 27.794676845815363, cpu_percent: 100.0
62, memory_percent: 28.165788739473495, cpu_percent: 100.0
63, memory_percent: 28.484235450982194, cpu_percent: 100.0
64, memory_percent: 28.915901854671265, cpu_percent: 96.5
65, memory_percent: 29.130637865221022, cpu_percent: 69.2
66, memory_percent: 29.130637865221022, cpu_percent: 100.0
67, memory_percent: 29.130637865221022, cpu_percent: 100.0
68, memory_percent: 29.14490135205316, cpu_percent: 93.0
69, memory_percent: 30.0788201327288, cpu_percent: 84.9
70, memory_percent: 30.0788201327288, cpu_percent: 66.8
71, memory_percent: 30.0788201327288, cpu_percent: 50.5
72, memory_percent: 30.0788201327288, cpu_percent: 51.0
73, memory_percent: 30.0788201327288, cpu_percent: 50.7
74, memory_percent: 30.0788201327288, cpu_percent: 50.7
75, memory_percent: 30.0788201327288, cpu_percent: 50.8
76, memory_percent: 30.0788201327288, cpu_percent: 51.0
77, memory_percent: 30.0788201327288, cpu_percent: 50.7
78, memory_percent: 30.0788201327288, cpu_percent: 50.8
79, memory_percent: 30.0788201327288, cpu_percent: 51.0
80, memory_percent: 30.0788201327288, cpu_percent: 50.7
81, memory_percent: 30.0788201327288, cpu_percent: 51.0
82, memory_percent: 30.0788201327288, cpu_percent: 51.0
83, memory_percent: 30.0788201327288, cpu_percent: 51.0
84, memory_percent: 30.0788201327288, cpu_percent: 50.8
85, memory_percent: 30.0788201327288, cpu_percent: 51.0
86, memory_percent: 30.0788201327288, cpu_percent: 51.0
87, memory_percent: 30.0788201327288, cpu_percent: 50.8
88, memory_percent: 30.0788201327288, cpu_percent: 50.8
89, memory_percent: 30.0788201327288, cpu_percent: 51.2
90, memory_percent: 30.0788201327288, cpu_percent: 50.7
91, memory_percent: 30.0788201327288, cpu_percent: 51.0
92, memory_percent: 30.0788201327288, cpu_percent: 51.0
93, memory_percent: 30.0788201327288, cpu_percent: 50.5
94, memory_percent: 30.0788201327288, cpu_percent: 51.0
95, memory_percent: 30.0788201327288, cpu_percent: 51.0
96, memory_percent: 30.0788201327288, cpu_percent: 50.5
97, memory_percent: 30.0788201327288, cpu_percent: 51.0
98, memory_percent: 30.0788201327288, cpu_percent: 50.8
99, memory_percent: 30.0788201327288, cpu_percent: 50.5
100, memory_percent: 30.0788201327288, cpu_percent: 50.8
101, memory_percent: 30.0788201327288, cpu_percent: 51.0
102, memory_percent: 30.0788201327288, cpu_percent: 50.5
103, memory_percent: 30.0788201327288, cpu_percent: 51.2
104, memory_percent: 30.0788201327288, cpu_percent: 50.8
105, memory_percent: 30.0788201327288, cpu_percent: 50.5
106, memory_percent: 29.24385755740139, cpu_percent: 51.0
107, memory_percent: 29.24385755740139, cpu_percent: 25.5
108, memory_percent: 29.24385755740139, cpu_percent: 0.5
109, memory_percent: 29.24385755740139, cpu_percent: 0.5
110, memory_percent: 29.24385755740139, cpu_percent: 1.0
111, memory_percent: 29.24385755740139, cpu_percent: 0.5
112, memory_percent: 29.24385755740139, cpu_percent: 0.5
113, memory_percent: 29.24385755740139, cpu_percent: 8.5
114, memory_percent: 29.24385755740139, cpu_percent: 1.5
115, memory_percent: 29.24385755740139, cpu_percent: 0.5
116, memory_percent: 29.24385755740139, cpu_percent: 0.5
117, memory_percent: 29.24385755740139, cpu_percent: 0.0
118, memory_percent: 29.24385755740139, cpu_percent: 1.0
119, memory_percent: 29.24385755740139, cpu_percent: 0.5
120, memory_percent: 29.24385755740139, cpu_percent: 1.0
121, memory_percent: 29.24385755740139, cpu_percent: 0.0
122, memory_percent: 29.24385755740139, cpu_percent: 1.0
123, memory_percent: 29.24385755740139, cpu_percent: 0.5
124, memory_percent: 29.24385755740139, cpu_percent: 1.0
125, memory_percent: 29.24385755740139, cpu_percent: 0.5
126, memory_percent: 29.24385755740139, cpu_percent: 0.0
127, memory_percent: 29.24385755740139, cpu_percent: 1.0
128, memory_percent: 29.24385755740139, cpu_percent: 0.5
129, memory_percent: 29.24385755740139, cpu_percent: 0.5
130, memory_percent: 29.244066546219443, cpu_percent: 0.5
131, memory_percent: 29.244066546219443, cpu_percent: 1.0
132, memory_percent: 29.244066546219443, cpu_percent: 1.5
133, memory_percent: 29.244066546219443, cpu_percent: 0.5
134, memory_percent: 29.244066546219443, cpu_percent: 2.5
135, memory_percent: 29.244066546219443, cpu_percent: 3.5
136, memory_percent: 29.244066546219443, cpu_percent: 1.0
137, memory_percent: 29.244066546219443, cpu_percent: 1.5
138, memory_percent: 29.244066546219443, cpu_percent: 2.0
139, memory_percent: 29.244066546219443, cpu_percent: 0.5
140, memory_percent: 29.24422328783298, cpu_percent: 1.0
141, memory_percent: 29.24422328783298, cpu_percent: 1.0
142, memory_percent: 29.24422328783298, cpu_percent: 1.5
143, memory_percent: 29.24422328783298, cpu_percent: 1.0
144, memory_percent: 29.24422328783298, cpu_percent: 1.5
145, memory_percent: 29.24422328783298, cpu_percent: 1.0
146, memory_percent: 29.24422328783298, cpu_percent: 0.0
147, memory_percent: 29.24422328783298, cpu_percent: 1.0
148, memory_percent: 29.24422328783298, cpu_percent: 1.5
149, memory_percent: 29.24422328783298, cpu_percent: 0.5
150, memory_percent: 29.24422328783298, cpu_percent: 0.5
151, memory_percent: 29.24422328783298, cpu_percent: 1.0
152, memory_percent: 29.24422328783298, cpu_percent: 0.5
153, memory_percent: 29.24422328783298, cpu_percent: 0.5
154, memory_percent: 29.24422328783298, cpu_percent: 1.0
155, memory_percent: 29.24422328783298, cpu_percent: 0.5
156, memory_percent: 29.24422328783298, cpu_percent: 1.0
157, memory_percent: 29.24422328783298, cpu_percent: 0.5
158, memory_percent: 29.24422328783298, cpu_percent: 0.5
159, memory_percent: 29.24422328783298, cpu_percent: 1.0
160, memory_percent: 29.24422328783298, cpu_percent: 0.5
161, memory_percent: 29.24422328783298, cpu_percent: 1.5
162, memory_percent: 29.24422328783298, cpu_percent: 0.0
163, memory_percent: 29.24422328783298, cpu_percent: 0.0
164, memory_percent: 29.24422328783298, cpu_percent: 1.0
165, memory_percent: 29.24422328783298, cpu_percent: 1.0
166, memory_percent: 29.24422328783298, cpu_percent: 0.0
167, memory_percent: 29.24422328783298, cpu_percent: 1.0
168, memory_percent: 29.24422328783298, cpu_percent: 0.0
169, memory_percent: 29.24422328783298, cpu_percent: 1.5
170, memory_percent: 29.24422328783298, cpu_percent: 0.5
171, memory_percent: 29.24422328783298, cpu_percent: 0.5
172, memory_percent: 29.24422328783298, cpu_percent: 1.0
173, memory_percent: 29.24422328783298, cpu_percent: 0.0
174, memory_percent: 29.24422328783298, cpu_percent: 0.5
175, memory_percent: 29.24422328783298, cpu_percent: 1.0
176, memory_percent: 29.24422328783298, cpu_percent: 1.0
177, memory_percent: 29.24422328783298, cpu_percent: 0.5
178, memory_percent: 29.24422328783298, cpu_percent: 0.5
179, memory_percent: 29.24422328783298, cpu_percent: 1.0
180, memory_percent: 29.24422328783298, cpu_percent: 1.0
181, memory_percent: 29.24422328783298, cpu_percent: 1.0
182, memory_percent: 29.24422328783298, cpu_percent: 0.0
183, memory_percent: 29.24422328783298, cpu_percent: 1.0
184, memory_percent: 29.24422328783298, cpu_percent: 0.0
185, memory_percent: 29.24422328783298, cpu_percent: 1.0
186, memory_percent: 29.24422328783298, cpu_percent: 1.0
187, memory_percent: 29.24422328783298, cpu_percent: 1.0
188, memory_percent: 29.24422328783298, cpu_percent: 0.5
189, memory_percent: 29.24422328783298, cpu_percent: 0.5
190, memory_percent: 29.24422328783298, cpu_percent: 1.0
191, memory_percent: 29.24422328783298, cpu_percent: 0.0
192, memory_percent: 29.24422328783298, cpu_percent: 1.5
193, memory_percent: 29.24422328783298, cpu_percent: 0.0
194, memory_percent: 29.24422328783298, cpu_percent: 0.0
195, memory_percent: 29.24422328783298, cpu_percent: 1.0
196, memory_percent: 29.24422328783298, cpu_percent: 1.0
197, memory_percent: 29.24422328783298, cpu_percent: 1.0
198, memory_percent: 29.24422328783298, cpu_percent: 0.5
199, memory_percent: 29.24422328783298, cpu_percent: 0.5
200, memory_percent: 29.24422328783298, cpu_percent: 0.0
201, memory_percent: 29.24422328783298, cpu_percent: 0.5
202, memory_percent: 29.24422328783298, cpu_percent: 1.5
203, memory_percent: 29.24422328783298, cpu_percent: 0.5
204, memory_percent: 29.24422328783298, cpu_percent: 0.0
205, memory_percent: 29.24422328783298, cpu_percent: 0.0
206, memory_percent: 29.24422328783298, cpu_percent: 1.0
207, memory_percent: 29.24422328783298, cpu_percent: 2.0
208, memory_percent: 29.24422328783298, cpu_percent: 1.0
209, memory_percent: 29.24422328783298, cpu_percent: 0.5
210, memory_percent: 29.24422328783298, cpu_percent: 0.0
211, memory_percent: 29.24422328783298, cpu_percent: 2.5
212, memory_percent: 29.24422328783298, cpu_percent: 3.0
213, memory_percent: 29.24422328783298, cpu_percent: 4.5
214, memory_percent: 29.24422328783298, cpu_percent: 0.5
215, memory_percent: 29.24422328783298, cpu_percent: 1.0
216, memory_percent: 29.24422328783298, cpu_percent: 0.5
217, memory_percent: 29.24422328783298, cpu_percent: 1.0
218, memory_percent: 29.24422328783298, cpu_percent: 2.0
219, memory_percent: 29.24422328783298, cpu_percent: 0.5
220, memory_percent: 29.24422328783298, cpu_percent: 0.0
221, memory_percent: 29.24422328783298, cpu_percent: 1.5
222, memory_percent: 29.24422328783298, cpu_percent: 0.0
223, memory_percent: 29.24422328783298, cpu_percent: 1.0
224, memory_percent: 29.24422328783298, cpu_percent: 0.5
225, memory_percent: 29.24422328783298, cpu_percent: 0.5
226, memory_percent: 29.24422328783298, cpu_percent: 0.5
227, memory_percent: 29.24422328783298, cpu_percent: 1.0
228, memory_percent: 29.24422328783298, cpu_percent: 1.0
229, memory_percent: 29.24422328783298, cpu_percent: 0.0
230, memory_percent: 29.24422328783298, cpu_percent: 0.0
231, memory_percent: 29.24422328783298, cpu_percent: 2.0
232, memory_percent: 29.24422328783298, cpu_percent: 1.0
233, memory_percent: 29.24422328783298, cpu_percent: 0.5
234, memory_percent: 29.24422328783298, cpu_percent: 1.5
235, memory_percent: 29.24422328783298, cpu_percent: 0.0
236, memory_percent: 29.24422328783298, cpu_percent: 1.0
237, memory_percent: 29.24422328783298, cpu_percent: 1.0
238, memory_percent: 29.24422328783298, cpu_percent: 0.5
239, memory_percent: 29.24422328783298, cpu_percent: 1.0
240, memory_percent: 29.24422328783298, cpu_percent: 0.5
241, memory_percent: 29.24422328783298, cpu_percent: 0.0
242, memory_percent: 29.24422328783298, cpu_percent: 1.5
243, memory_percent: 29.24422328783298, cpu_percent: 1.0
244, memory_percent: 29.24422328783298, cpu_percent: 0.5
245, memory_percent: 29.24422328783298, cpu_percent: 0.5
246, memory_percent: 29.24422328783298, cpu_percent: 1.0
247, memory_percent: 29.24422328783298, cpu_percent: 0.5
248, memory_percent: 29.24422328783298, cpu_percent: 1.0
249, memory_percent: 29.24422328783298, cpu_percent: 0.0
250, memory_percent: 29.24422328783298, cpu_percent: 1.0
251, memory_percent: 29.24422328783298, cpu_percent: 0.5
252, memory_percent: 29.24422328783298, cpu_percent: 0.5
253, memory_percent: 29.24422328783298, cpu_percent: 3.4
254, memory_percent: 29.24422328783298, cpu_percent: 0.5
255, memory_percent: 29.24422328783298, cpu_percent: 0.5
256, memory_percent: 29.24422328783298, cpu_percent: 1.0
257, memory_percent: 29.24422328783298, cpu_percent: 0.5
258, memory_percent: 29.24422328783298, cpu_percent: 1.0
259, memory_percent: 29.24422328783298, cpu_percent: 1.5
260, memory_percent: 29.24422328783298, cpu_percent: 0.5
261, memory_percent: 29.24422328783298, cpu_percent: 1.0
262, memory_percent: 29.24422328783298, cpu_percent: 0.5
263, memory_percent: 29.24422328783298, cpu_percent: 0.5
264, memory_percent: 29.24422328783298, cpu_percent: 0.5
265, memory_percent: 29.24422328783298, cpu_percent: 1.0
266, memory_percent: 29.24422328783298, cpu_percent: 1.0
267, memory_percent: 29.24422328783298, cpu_percent: 0.0
268, memory_percent: 29.24422328783298, cpu_percent: 1.5
269, memory_percent: 29.24422328783298, cpu_percent: 0.5
270, memory_percent: 29.24422328783298, cpu_percent: 0.5
271, memory_percent: 29.24422328783298, cpu_percent: 0.5
272, memory_percent: 29.24422328783298, cpu_percent: 0.5
273, memory_percent: 29.24422328783298, cpu_percent: 1.5
274, memory_percent: 29.24422328783298, cpu_percent: 0.5
275, memory_percent: 29.24422328783298, cpu_percent: 1.0
276, memory_percent: 29.24422328783298, cpu_percent: 2.0
277, memory_percent: 29.24422328783298, cpu_percent: 0.0
278, memory_percent: 29.24422328783298, cpu_percent: 1.0
279, memory_percent: 29.24422328783298, cpu_percent: 1.5
280, memory_percent: 29.24422328783298, cpu_percent: 1.5
281, memory_percent: 29.24422328783298, cpu_percent: 1.5
282, memory_percent: 29.24422328783298, cpu_percent: 0.5
283, memory_percent: 29.24422328783298, cpu_percent: 1.5
284, memory_percent: 29.24422328783298, cpu_percent: 0.5
285, memory_percent: 29.24422328783298, cpu_percent: 0.5
286, memory_percent: 29.24422328783298, cpu_percent: 1.0
287, memory_percent: 29.244275535037502, cpu_percent: 2.5
288, memory_percent: 29.244275535037502, cpu_percent: 0.5
289, memory_percent: 29.244275535037502, cpu_percent: 1.0
290, memory_percent: 29.244275535037502, cpu_percent: 1.0
291, memory_percent: 29.244275535037502, cpu_percent: 1.0
292, memory_percent: 29.244275535037502, cpu_percent: 0.5
